0	0.000079	0.000292	0.000483	10.508973	56.703559	0.001742	0.011833
1	0.000100	0.000393	0.000636	10.787025	58.203069	0.002202	0.016590
2	0.000126	0.000500	0.000853	10.736614	60.003237	0.002803	0.023958
3	0.000158	0.000591	0.001167	11.564291	62.108552	0.003515	0.035897
4	0.000200	0.000686	0.001644	11.106176	64.465985	0.004409	0.056223
5	0.000251	0.001021	0.002406	11.067007	66.912506	0.006343	0.092467
6	0.000316	0.001287	0.003677	11.580714	69.104645	0.008212	0.158872
7	0.000398	0.001620	0.005828	11.578919	70.459001	0.011045	0.277679
8	0.000501	0.002215	0.009267	11.806315	70.164961	0.015606	0.466095
9	0.000631	0.003099	0.014009	12.177855	67.330081	0.022924	0.696482
10	0.000794	0.004034	0.019415	12.802200	61.366753	0.032763	0.883562
11	0.001000	0.006422	0.024994	13.333962	52.763964	0.055808	0.973177
12	0.001259	0.008669	0.031078	13.766519	43.392689	0.082535	0.996637
13	0.001585	0.014129	0.038241	13.994293	35.053463	0.144576	0.999794
14	0.001995	0.020602	0.046853	14.584858	28.277133	0.225712	0.999995
15	0.002512	0.034872	0.057172	14.519996	22.881492	0.395242	1.000000
16	0.003162	0.055008	0.069436	14.211149	18.592959	0.628318	1.000000
17	0.003981	0.076341	0.083872	13.405039	15.183669	0.827803	1.000000
18	0.005012	0.097693	0.100682	12.013100	12.472238	0.953475	1.000000
19	0.006310	0.121118	0.120017	10.106937	10.314516	0.994303	1.000000
20	0.007943	0.141615	0.141961	8.609784	8.595944	0.999202	1.000000
21	0.010000	0.167972	0.166506	7.185241	7.225481	0.999949	1.000000
22	0.012589	0.194112	0.193550	6.113854	6.130795	1.000000	1.000000
23	0.015849	0.223963	0.222887	5.221611	5.254440	1.000000	1.000000
24	0.019953	0.252739	0.254221	4.574874	4.550829	1.000000	1.000000
25	0.025119	0.288611	0.287192	3.969636	3.983816	1.000000	1.000000
26	0.031623	0.323191	0.321399	3.505535	3.524795	1.000000	1.000000
27	0.039811	0.355649	0.356450	3.157838	3.151204	1.000000	1.000000
28	0.050119	0.391678	0.392002	2.846455	2.844024	1.000000	1.000000
29	0.063096	0.427634	0.427451	2.591076	2.592465	1.000000	1.000000
30	0.079433	0.465690	0.462857	2.371591	2.387145	1.000000	1.000000
31	0.100000	0.499861	0.499521	2.203253	2.203244	1.000000	1.000000
32	0.125893	0.536416	0.536336	2.035470	2.033776	1.000000	1.000000
33	0.158489	0.568696	0.569490	1.902429	1.900041	1.000000	1.000000
34	0.199526	0.597626	0.597770	1.812141	1.812432	1.000000	1.000000
35	0.251189	0.624662	0.625437	1.751283	1.749755	1.000000	1.000000
36	0.316228	0.659509	0.658111	1.680985	1.683788	1.000000	1.000000
37	0.398107	0.698854	0.699054	1.602293	1.601893	1.000000	1.000000
38	0.501187	0.750288	0.750594	1.499424	1.498813	1.000000	1.000000
39	0.630957	0.814278	0.815479	1.371444	1.369043	1.000000	1.000000
40	0.794328	0.897722	0.897164	1.204556	1.205672	1.000000	1.000000
41	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
