-20	0.000001	0.000005	0.000004	11.400000	50.564189	0.000081	0.000080
-19	0.000001	0.000016	0.000005	20.800000	50.580805	0.000162	0.000100
-18	0.000001	0.000001	0.000007	24.200000	50.601721	0.000081	0.000127
-17	0.000002	0.000001	0.000008	26.200000	50.628048	0.000081	0.000160
-16	0.000002	0.000008	0.000010	51.200000	50.661186	0.000202	0.000201
-15	0.000003	0.000044	0.000013	50.760000	50.702894	0.000182	0.000254
-14	0.000003	0.000006	0.000016	50.666667	50.755385	0.000242	0.000321
-13	0.000004	0.000069	0.000021	50.809524	50.821441	0.000465	0.000406
-12	0.000005	0.000007	0.000026	46.366667	50.904559	0.000283	0.000513
-11	0.000006	0.000044	0.000033	47.031429	51.009128	0.000545	0.000650
-10	0.000008	0.000048	0.000042	39.320256	51.140660	0.000909	0.000825
-9	0.000010	0.000070	0.000053	51.758605	51.306064	0.001414	0.001050
-8	0.000013	0.000083	0.000067	59.223016	51.513987	0.001475	0.001338
-7	0.000016	0.000120	0.000085	42.182222	51.775232	0.001333	0.001711
-6	0.000020	0.000083	0.000107	53.967135	52.103250	0.002444	0.002198
-5	0.000025	0.000136	0.000136	48.963048	52.514712	0.002182	0.002839
-4	0.000032	0.000145	0.000174	52.219586	53.030140	0.003293	0.003692
-3	0.000040	0.000237	0.000223	54.251494	53.674519	0.005111	0.004842
-2	0.000050	0.000250	0.000286	54.374410	54.477752	0.006081	0.006421
-1	0.000063	0.000463	0.000370	54.555883	55.474615	0.010162	0.008638
0	0.000079	0.000367	0.000483	56.205365	56.703559	0.009677	0.011833
1	0.000100	0.000725	0.000636	59.394737	58.203069	0.016263	0.016590
2	0.000126	0.000759	0.000853	61.834331	60.003237	0.021556	0.023958
3	0.000158	0.001137	0.001167	63.319986	62.108552	0.033030	0.035897
4	0.000200	0.001710	0.001644	63.298954	64.465985	0.062707	0.056223
5	0.000251	0.002392	0.002406	66.757792	66.912506	0.080909	0.092467
6	0.000316	0.004167	0.003677	67.428384	69.104645	0.182162	0.158872
7	0.000398	0.005762	0.005828	70.800687	70.459001	0.278101	0.277679
8	0.000501	0.008623	0.009267	70.110336	70.164961	0.450949	0.466095
9	0.000631	0.013674	0.014009	68.114555	67.330081	0.659515	0.696482
10	0.000794	0.019047	0.019415	61.401323	61.366753	0.891556	0.883562
11	0.001000	0.024654	0.024994	52.953742	52.763964	0.972485	0.973177
12	0.001259	0.029834	0.031078	45.193178	43.392689	0.995879	0.996637
13	0.001585	0.037229	0.038241	35.961400	35.053463	0.999859	0.999794
14	0.001995	0.050318	0.046853	26.926121	28.277133	1.000000	0.999995
15	0.002512	0.059506	0.057172	22.057899	22.881492	1.000000	1.000000
16	0.003162	0.070788	0.069436	18.048020	18.592959	1.000000	1.000000
17	0.003981	0.084398	0.083872	15.080202	15.183669	1.000000	1.000000
18	0.005012	0.099665	0.100682	12.462061	12.472238	1.000000	1.000000
19	0.006310	0.118941	0.120017	10.376202	10.314516	1.000000	1.000000
20	0.007943	0.140681	0.141961	8.575172	8.595944	1.000000	1.000000
21	0.010000	0.170679	0.166506	7.091798	7.225481	1.000000	1.000000
22	0.012589	0.191908	0.193550	6.172283	6.130795	1.000000	1.000000
23	0.015849	0.218803	0.222887	5.361455	5.254440	1.000000	1.000000
24	0.019953	0.249179	0.254221	4.630929	4.550829	1.000000	1.000000
25	0.025119	0.285272	0.287192	4.013394	3.983816	1.000000	1.000000
26	0.031623	0.325227	0.321399	3.472889	3.524795	1.000000	1.000000
27	0.039811	0.361697	0.356450	3.104586	3.151204	1.000000	1.000000
28	0.050119	0.384054	0.392002	2.905636	2.844024	1.000000	1.000000
29	0.063096	0.430124	0.427451	2.576646	2.592465	1.000000	1.000000
30	0.079433	0.462314	0.462857	2.390404	2.387145	1.000000	1.000000
31	0.100000	0.498776	0.499521	2.208768	2.203244	1.000000	1.000000
32	0.125893	0.538253	0.536336	2.027131	2.033776	1.000000	1.000000
33	0.158489	0.569818	0.569490	1.898747	1.900041	1.000000	1.000000
34	0.199526	0.597525	0.597770	1.813071	1.812432	1.000000	1.000000
35	0.251189	0.625680	0.625437	1.749192	1.749755	1.000000	1.000000
36	0.316228	0.656643	0.658111	1.686727	1.683788	1.000000	1.000000
37	0.398107	0.699091	0.699054	1.601818	1.601893	1.000000	1.000000
38	0.501187	0.749111	0.750594	1.501778	1.498813	1.000000	1.000000
39	0.630957	0.815212	0.815479	1.369576	1.369043	1.000000	1.000000
40	0.794328	0.895980	0.897164	1.208040	1.205672	1.000000	1.000000
41	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
