-20	0.000001	0.000007	0.000004	564.058856	50.564189	0.001189	0.000080
-19	0.000001	0.000007	0.000005	589.269519	50.580805	0.001651	0.000100
-18	0.000001	0.000011	0.000007	597.699616	50.601721	0.002457	0.000127
-17	0.000002	0.000018	0.000008	620.709164	50.628048	0.003817	0.000160
-16	0.000002	0.000020	0.000010	659.415067	50.661186	0.005956	0.000201
-15	0.000003	0.000033	0.000013	697.954925	50.702894	0.011391	0.000254
-14	0.000003	0.000052	0.000016	724.674177	50.755385	0.022444	0.000321
-13	0.000004	0.000091	0.000021	752.677343	50.821441	0.045889	0.000406
-12	0.000005	0.000186	0.000026	783.967330	50.904559	0.114756	0.000513
-11	0.000006	0.000435	0.000033	793.724459	51.009128	0.293486	0.000650
-10	0.000008	0.000871	0.000042	767.908139	51.140660	0.590311	0.000825
-9	0.000010	0.001430	0.000053	699.640457	51.306064	0.883351	0.001050
-8	0.000013	0.001940	0.000067	582.405656	51.513987	0.982040	0.001338
-7	0.000016	0.002420	0.000085	475.393857	51.775232	0.998709	0.001711
-6	0.000020	0.003037	0.000107	379.155376	52.103250	0.999937	0.002198
-5	0.000025	0.003762	0.000136	303.920320	52.514712	1.000000	0.002839
-4	0.000032	0.004759	0.000174	240.394078	53.030140	1.000000	0.003692
-3	0.000040	0.005898	0.000223	193.704503	53.674519	1.000000	0.004842
-2	0.000050	0.007360	0.000286	154.406993	54.477752	1.000000	0.006421
-1	0.000063	0.009379	0.000370	121.335984	55.474615	1.000000	0.008638
0	0.000079	0.011743	0.000483	96.735463	56.703559	1.000000	0.011833
1	0.000100	0.014588	0.000636	77.636691	58.203069	1.000000	0.016590
2	0.000126	0.018033	0.000853	62.611812	60.003237	1.000000	0.023958
3	0.000158	0.022176	0.001167	50.789015	62.108552	1.000000	0.035897
4	0.000200	0.027784	0.001644	40.403163	64.465985	1.000000	0.056223
5	0.000251	0.034327	0.002406	32.566334	66.912506	1.000000	0.092467
6	0.000316	0.041715	0.003677	26.751790	69.104645	1.000000	0.158872
7	0.000398	0.049682	0.005828	22.354414	70.459001	1.000000	0.277679
8	0.000501	0.061847	0.009267	17.899044	70.164961	1.000000	0.466095
9	0.000631	0.073733	0.014009	14.918402	67.330081	1.000000	0.696482
10	0.000794	0.086940	0.019415	12.582343	61.366753	1.000000	0.883562
11	0.001000	0.103703	0.024994	10.505106	52.763964	1.000000	0.973177
12	0.001259	0.121106	0.031078	8.9504380	43.392689	1.000000	0.996637
13	0.001585	0.141300	0.038241	7.6286410	35.053463	1.000000	0.999794
14	0.001995	0.161776	0.046853	6.6348230	28.277133	1.000000	0.999995
15	0.002512	0.182935	0.057172	5.8455130	22.881492	1.000000	1.000000
16	0.003162	0.207326	0.069436	5.1428320	18.592959	1.000000	1.000000
17	0.003981	0.231110	0.083872	4.5968660	15.183669	1.000000	1.000000
18	0.005012	0.256996	0.100682	4.1227410	12.472238	1.000000	1.000000
19	0.006310	0.280874	0.120017	3.7624630	10.314516	1.000000	1.000000
20	0.007943	0.306686	0.141961	3.4428280	8.595944	1.000000	1.000000
21	0.010000	0.331932	0.166506	3.1803810	7.225481	1.000000	1.000000
22	0.012589	0.358322	0.193550	2.9329010	6.130795	1.000000	1.000000
23	0.015849	0.380624	0.222887	2.7584690	5.254440	1.000000	1.000000
24	0.019953	0.402234	0.254221	2.6271650	4.550829	1.000000	1.000000
25	0.025119	0.428021	0.287192	2.4820850	3.983816	1.000000	1.000000
26	0.031623	0.458543	0.321399	2.3120730	3.524795	1.000000	1.000000
27	0.039811	0.488474	0.356450	2.1487900	3.151204	1.000000	1.000000
28	0.050119	0.512950	0.392002	2.0226270	2.844024	1.000000	1.000000
29	0.063096	0.528786	0.427451	1.9532860	2.592465	1.000000	1.000000
30	0.079433	0.539452	0.462857	1.9221440	2.387145	1.000000	1.000000
31	0.100000	0.549898	0.499521	1.9002320	2.203244	1.000000	1.000000
32	0.125893	0.562869	0.536336	1.8742610	2.033776	1.000000	1.000000
33	0.158489	0.579101	0.569490	1.8417990	1.900041	1.000000	1.000000
34	0.199526	0.599821	0.597770	1.8003590	1.812432	1.000000	1.000000
35	0.251189	0.625552	0.625437	1.7497550	1.749755	1.000000	1.000000
36	0.316228	0.658214	0.658111	1.6835710	1.683788	1.000000	1.000000
37	0.398107	0.699207	0.699054	1.6015860	1.601893	1.000000	1.000000
38	0.501187	0.751194	0.750594	1.4976120	1.498813	1.000000	1.000000
39	0.630957	0.815502	0.815479	1.3689960	1.369043	1.000000	1.000000
40	0.794328	0.897544	0.897164	1.2049110	1.205672	1.000000	1.000000
41	1.000000	1.000000	1.000000	1.0000000	1.000000	1.000000	1.000000
