1	464	907878
2	421	773538
3	170	724668
4	267	623381
5	50	606610
6	475	579884
7	510	571488
8	38	568271
9	417	550197
10	150	452120
11	297	433889
12	387	429286
13	192	422257
14	420	415658
15	448	413670
16	47	409221
17	449	383243
18	178	376729
19	22	371552
20	107	369873
21	183	367752
22	460	354625
23	224	352177
24	213	350714
25	64	349983
26	199	349582
27	357	341760
28	135	341348
29	41	330765
30	189	328288
31	90	327870
32	103	322692
33	118	307737
34	330	303894
35	202	301326
36	206	301085
37	30	296147
38	500	295009
39	13	283717
40	403	281527
41	198	277880
42	341	275201
43	208	273605
44	416	273354
45	128	265232
46	379	259206
47	242	257746
48	123	256703
49	72	255246
50	528	254950
51	524	254296
52	229	252593
53	197	252576
54	151	252375
55	352	247651
56	263	247597
57	142	247547
58	411	241958
59	54	236387
60	269	234217
61	215	233296
62	461	226094
63	195	225550
64	474	223019
65	3	222612
66	375	222512
67	508	218677
68	110	218251
69	120	216980
70	157	215372
71	321	215291
72	106	213341
73	37	213182
74	82	211925
75	6	209187
76	111	208543
77	303	207248
78	102	207167
79	188	206716
80	378	205667
81	392	203300
82	346	203205
83	311	202424
84	520	201729
85	39	201402
86	485	201205
87	282	197625
88	124	197579
89	212	193663
90	98	192698
91	314	192605
92	512	191461
93	29	191020
94	507	189658
95	348	188685
96	502	188616
97	272	187477
98	217	186935
99	136	186754
100	501	186471
101	395	185325
102	196	184726
103	200	184670
104	67	183405
105	446	183332
106	401	182825
107	180	182139
108	533	182049
109	161	181476
110	489	180527
111	284	177987
112	492	177441
113	328	175607
114	214	174083
115	494	173093
116	369	172772
117	204	172603
118	447	172435
119	367	172174
120	88	169539
121	164	169301
122	60	167904
123	5	167867
124	91	167272
125	323	165187
126	190	164965
127	182	164553
128	391	164324
129	320	164155
130	162	163405
131	295	163149
132	84	162490
133	127	162325
134	466	162154
135	175	161515
136	101	161282
137	296	161038
138	491	161037
139	535	160290
140	12	159911
141	77	159720
142	238	159520
143	360	159354
144	104	159255
145	372	159025
146	498	157826
147	471	157421
148	456	156865
149	339	156808
150	368	156574
151	463	156468
152	457	156005
153	496	155832
154	443	154661
155	158	154279
156	418	154002
157	125	153610
158	168	153011
159	290	152322
160	211	152308
161	384	152161
162	27	152143
163	275	152120
164	20	152029
165	364	150603
166	298	150317
167	176	149319
168	70	148407
169	148	146952
170	23	146862
171	219	146716
172	481	146237
173	207	145722
174	283	145198
175	233	144602
176	386	144562
177	409	144511
178	426	143988
179	301	143374
180	278	142938
181	413	142607
182	21	142272
183	25	142217
184	171	142109
185	487	140955
186	0	140162
187	509	139559
188	440	139546
189	9	139297
190	75	139055
