1	90	1400413
2	103	1050032
3	38	1045505
4	213	964656
5	464	932193
6	183	925786
7	3	925749
8	267	893186
9	50	877063
10	170	857512
11	417	832627
12	387	822633
13	421	813022
14	151	786015
15	107	761224
16	297	749445
17	150	748345
18	510	732907
19	118	725998
20	321	710655
21	41	709566
22	242	695898
23	379	695071
24	102	694261
25	492	692805
26	475	691500
27	136	686530
28	192	676777
29	263	671294
30	142	666558
31	416	662266
32	164	662189
33	47	644565
34	22	633817
35	420	628380
36	369	627648
37	485	614865
38	6	614826
39	448	609370
40	202	603973
41	106	602973
42	449	601092
43	375	597665
44	357	593197
45	196	586609
46	110	581737
47	188	576378
48	296	570075
49	67	565934
50	135	559324
51	437	558115
52	60	548085
53	124	542826
54	411	539075
55	524	537527
56	30	536477
57	367	535956
58	341	535766
59	391	535507
60	64	534148
61	217	532362
62	328	532294
63	54	531244
64	330	522480
65	48	520714
66	189	519338
67	512	515597
68	82	511815
69	457	511055
70	229	509849
71	264	509276
72	249	503524
73	46	501846
74	105	500733
75	200	500275
76	352	495098
77	507	494830
78	158	493060
79	360	492633
80	206	490895
81	474	489441
82	418	487687
83	301	484490
84	178	484467
85	326	483736
86	535	483146
87	338	480296
88	224	478398
89	528	478131
90	508	477670
91	456	477594
92	403	477279
93	442	477169
94	414	476661
95	491	475312
96	498	474704
97	284	473364
98	13	472153
99	348	466844
100	39	463112
101	84	460117
102	516	459075
103	401	458403
104	131	457938
105	278	457748
106	304	457278
107	162	456216
108	311	455253
109	154	453823
110	318	452446
111	480	452040
112	123	451991
113	275	450258
114	175	450041
115	190	449404
116	78	448836
117	520	447087
118	75	445393
119	272	438324
120	152	438221
121	252	438147
122	346	436898
123	466	436844
124	412	435840
125	329	435402
126	101	435055
127	489	434431
128	199	432061
129	500	429787
130	25	426778
131	98	426452
132	21	426422
133	125	425246
134	204	425161
135	269	423846
136	156	423502
137	432	422505
138	295	422218
139	5	422097
140	128	420390
141	211	420356
142	503	419817
143	20	418690
144	460	416355
145	364	415550
146	197	413281
147	29	412028
148	358	411799
149	300	411693
150	298	411060
151	194	409724
152	215	409564
153	44	407712
154	482	407646
155	372	407469
156	404	407334
157	490	405298
158	161	405019
159	120	404820
160	12	404221
161	216	403802
162	494	401444
163	172	399239
164	478	398420
165	221	396027
166	208	395829
167	293	395671
168	119	392800
169	393	392648
170	465	392551
