1	0.000010	0.956869	1.086263	1.000000
2	0.000013	0.942273	1.115455	1.000000
3	0.000016	0.930253	1.139495	1.000000
4	0.000020	0.915657	1.168687	1.000000
5	0.000025	0.902626	1.194747	1.000000
6	0.000032	0.876818	1.246364	1.000000
7	0.000040	0.854040	1.291919	1.000000
8	0.000050	0.834596	1.330808	1.000000
9	0.000063	0.805909	1.388182	1.000000
10	0.000079	0.776212	1.447576	1.000000
11	0.000100	0.745606	1.508788	1.000000
12	0.000126	0.721616	1.556768	1.000000
13	0.000158	0.696010	1.607980	1.000000
14	0.000200	0.666566	1.666869	1.000000
15	0.000251	0.637980	1.724040	1.000000
16	0.000316	0.614832	1.772626	1.000000
17	0.000398	0.600404	1.807475	1.000000
18	0.000501	0.576439	1.878737	1.000000
19	0.000631	0.545741	1.998081	1.000000
20	0.000794	0.512062	2.150303	1.000000
21	0.001000	0.470707	2.353838	1.000000
22	0.001259	0.430159	2.594798	1.000000
23	0.001585	0.410458	3.558232	1.000000
24	0.001995	0.340296	5.111039	0.990000
25	0.002512	0.322909	4.539090	0.999899
26	0.003162	0.271741	7.768614	0.949899
27	0.003981	0.232722	9.174469	0.959343
28	0.005012	0.121308	23.826886	0.814242
29	0.006310	0.074234	30.761349	0.647273
30	0.007943	0.052815	34.793185	0.481061
31	0.010000	0.030700	54.585855	0.382576
32	0.012589	0.014329	53.482197	0.173788
33	0.015849	0.012766	52.682659	0.095455
34	0.019953	0.008216	53.567331	0.077323
35	0.025119	0.006658	49.943398	0.042828
36	0.031623	0.006778	43.666848	0.047980
37	0.039811	0.004083	41.071932	0.018182
38	0.050119	0.003405	45.953811	0.027879
39	0.063096	0.001664	53.254861	0.019646
40	0.079433	0.001861	53.319466	0.025354
41	0.100000	0.001405	54.381340	0.017828
42	0.125893	0.001559	57.895853	0.022626
43	0.158489	0.000883	59.807664	0.015303
44	0.199526	0.000918	56.045314	0.017677
45	0.251189	0.000800	57.891282	0.016162
46	0.316228	0.000710	59.619532	0.018939
47	0.398107	0.001007	54.817545	0.016010
48	0.501187	0.000684	59.161919	0.016919
49	0.630957	0.000848	58.170135	0.023030
50	0.794328	0.000625	57.817428	0.016313
51	1.000000	0.000695	61.637847	0.018990
