1	464	1032666.73912895
2	421	856094.936111144
3	170	831702.867148964
4	38	774134.909167326
5	50	762673.464077369
6	267	756422.716369782
7	510	714367.228983926
8	475	692136.366074011
9	417	672475.441665186
10	387	603708.395791231
11	192	601626.786559754
12	47	574095.035169441
13	297	572164.608594466
14	150	566846.012944362
15	213	565470.692485161
16	448	548124.388963684
17	420	533847.619545304
18	22	527884.856820608
19	183	526006.242889659
20	107	524528.409002128
21	449	505838.550681397
22	90	491652.819000313
23	103	487122.755123928
24	41	484949.050497639
25	64	480053.054509473
26	118	480028.397505121
27	330	475681.620120334
28	135	462845.093179187
29	357	458109.812048364
30	224	451980.816691162
31	6	451686.420575398
32	178	450286.020787089
33	189	444352.796959459
34	202	444121.726042833
35	263	438748.476048029
36	206	434290.503609324
37	13	433385.928986913
38	341	428077.928979184
39	199	427215.021707144
40	151	427081.206142233
41	242	421400.980972431
42	416	414135.096777691
43	379	410427.267053096
44	500	409452.661842981
45	30	402471.208204137
46	188	399780.205078587
47	142	398816.405673174
48	528	395529.197733104
49	106	395101.576858714
50	3	394661.258921645
51	128	393488.972407129
52	507	388202.591209708
53	524	387362.223818647
54	375	386369.056253596
55	229	385513.324018825
56	208	383373.093282927
57	110	374637.372981697
58	72	373142.940492282
59	352	372863.556359876
60	460	372159.290741943
61	485	372120.293070468
62	508	371868.163350646
63	474	370895.891435919
64	198	370390.415867205
65	60	370150.923453149
66	123	364983.111269494
67	321	364364.548671154
68	269	361563.9326201
69	367	359949.481765929
70	520	359208.151964051
71	491	358698.244998481
72	411	358631.646548399
73	328	358450.39267077
74	196	351938.535612421
75	29	348603.982522138
76	190	348393.982114987
77	369	348173.010737089
78	272	346340.4463565
79	217	346028.216766638
80	215	341673.029313231
81	418	341564.096461041
82	391	340832.818323261
83	492	339099.857109452
84	12	339052.883068377
85	101	337888.155115905
86	512	337100.724831371
87	197	336929.538765103
88	175	335123.078693405
89	200	334180.852183216
90	403	333782.701542214
91	295	333734.310709884
92	54	332973.213825096
93	67	331988.860884584
94	346	329393.324312577
95	489	326863.183859216
96	282	326730.621219151
97	502	326370.574054957
98	348	325641.040371401
99	303	324986.549838381
100	535	324767.559302665
101	494	324689.958285348
102	102	324315.844756519
103	401	320613.544405625
104	136	320585.613479546
105	82	319952.624079444
106	39	319894.486679518
107	498	319429.427648606
108	48	318891.792000178
109	461	317181.190142174
110	457	316657.884328137
111	395	314417.015274787
112	105	314051.923166637
113	296	311725.422944433
114	98	311712.64791303
115	360	311274.526718827
116	164	311026.864287765
117	278	309635.834307186
118	204	309223.897175037
119	284	308950.572864456
120	301	308719.220750374
121	124	306866.746501404
122	211	306673.913918348
123	111	306133.846883355
124	84	305968.820732559
125	120	305838.309635844
126	195	305230.9107212
127	157	304042.430492845
128	162	302363.208299778
129	496	302232.169484252
130	212	301124.586906007
131	37	301067.919560116
132	214	300382.289257921
133	311	298910.048803294
134	372	297997.274208813
135	180	297765.14620564
136	298	297624.8865463
137	70	297102.345985464
138	182	296165.698950976
139	318	295671.930582631
140	300	294887.701762757
141	323	294736.41421673
142	437	293843.344609338
143	426	293750.34987046
144	392	293610.24148804
145	466	292418.251475356
146	88	292123.921615465
147	144	291863.578054385
148	404	291382.679779425
149	314	291358.426798106
150	152	291024.98487022
151	36	290525.452979836
152	386	290265.582968079
153	501	290238.921143734
154	290	290037.382132498
155	104	289932.912110635
156	503	288889.985277684
157	463	288534.599525485
158	21	288477.137642986
159	326	288127.271461243
160	78	284934.096945401
161	125	283904.862631326
162	446	283318.098834898
163	5	282942.484532429
164	364	282553.782521531
165	516	282364.707816432
166	393	282288.463153629
167	482	280456.612029415
168	384	280419.721682013
169	205	279461.043659815
170	533	279135.875442435
171	16	277969.83209257
172	161	277836.991253278
173	358	277566.216850003
174	249	276830.566535982
175	518	275967.231616813
176	522	275881.814255138
177	275	275643.56754694
178	442	275490.746309806
179	480	275030.262791318
180	304	274999.187422212
181	487	274342.436139903
182	338	274064.121322346
183	216	273688.986675497
184	320	273215.886918685
185	25	271900.74013099
186	409	271693.109245483
187	283	271349.880021936
188	207	271211.163626072
189	339	270814.78638428
190	264	270168.768975959
191	534	267981.738868554
192	438	267581.458362647
193	481	266764.317978506
194	347	266677.253765056
195	368	266253.133529832
196	354	265959.307131188
197	194	265617.928615048
198	329	265317.661614188
199	219	264545.358490853
200	75	264354.129639927
201	478	263534.792095456
202	176	263203.912138467
203	447	262986.642709445
204	257	262972.417575866
205	423	262419.996848833
206	127	262370.464939545
207	313	262192.848313981
208	77	261647.714655309
209	414	261400.169599752
210	252	261075.720740879
211	250	260927.850577598
212	221	260728.231844411
213	456	260570.981964254
214	440	260072.100333639
215	0	259883.842849405
216	484	259860.057408505
217	15	259369.293433619
218	100	259332.214690194
219	315	258852.102118011
220	443	258218.512249789
221	378	258194.343928334
222	377	258126.283316342
223	316	257781.925851362
224	9	257588.250851221
225	345	257408.402544849
226	85	257239.709813022
227	232	256908.595850534
228	158	256707.983033143
229	430	256572.432964734
230	465	256102.591334943
231	116	256072.901967752
232	20	255903.399579937
233	488	255611.1657171
234	91	255532.17734456
235	23	253901.667879331
236	432	253658.730284648
237	390	253006.395722956
238	490	252570.888618966
239	509	251685.543094015
240	134	251257.607983086
241	327	251074.957413554
242	468	250923.137336093
243	227	249835.013256626
244	450	249334.982522634
245	156	249119.868312372
246	73	248481.47573838
247	350	247687.587108523
248	7	246398.326043829
249	240	246250.542878111
250	146	245944.231085134
251	467	245820.198375679
252	71	245780.020708037
253	209	245649.848557896
254	299	245487.06657082
255	148	245471.860310367
256	310	245402.983579872
257	171	245226.038661151
258	337	245162.755192259
259	45	244036.321093127
260	412	243625.361608138
261	248	243518.100804555
262	119	243497.536438384
263	469	243196.502286488
264	514	242072.241764956
265	294	241094.206875388
266	504	240332.847612523
267	532	240318.373098876
268	477	240028.983374621
269	408	238416.73281928
270	235	237978.842399943
271	515	237374.044085195
272	131	237035.811460867
273	511	235245.596029413
274	431	234964.694440794
275	233	234371.716506302
276	506	234063.607796843
277	92	232445.91741286
278	366	231837.796196805
279	307	230938.890310691
280	223	230853.292465324
281	445	230733.348084939
282	383	230120.447094665
283	46	230097.20064332
284	462	229540.78372215
285	86	229534.159753675
286	402	229481.456002082
287	185	229444.437548829
288	396	229407.30291622
289	238	229382.864605917
290	312	229356.770852493
291	444	229354.705606928
292	108	229266.328082315
293	26	229049.106222002
294	173	228675.562304891
295	413	228486.150703776
296	172	228396.046431994
297	435	227826.076716301
298	422	227462.268853018
299	400	227403.528225924
300	27	226218.968435352
301	155	225898.583268032
302	335	225818.145580373
303	187	225709.762972383
304	388	225630.25570782
305	241	225330.464448766
306	526	225086.73727951
307	138	224875.017645894
308	344	224006.051920439
309	405	223616.640484609
310	343	223223.681604332
311	419	222303.383487315
312	362	222057.051926954
313	191	221466.863763902
314	18	220970.869160183
315	246	220326.414720583
316	184	219546.2789312
317	95	219190.549803816
318	479	218983.899969157
319	2	217374.523754406
320	35	217160.149177303
321	154	217121.82946934
322	97	216439.165862987
323	83	215806.825065131
324	406	215572.676476053
325	261	215561.492278511
326	132	214601.670789809
327	471	214522.615460164
328	410	214116.100596064
329	137	213695.761073939
330	174	213645.501917259
331	472	213354.988664102
332	305	213164.77485097
333	243	211627.187470973
334	253	211233.077701387
335	230	210832.772300099
336	425	210827.885882422
337	529	210729.714629069
338	87	210571.381534818
339	44	210476.640891806
340	385	210264.182765894
341	293	209718.675577864
342	309	209576.943738664
343	359	209314.613497276
344	289	209132.81262632
345	351	208936.462276922
346	14	207932.046685854
347	452	207471.423797136
348	32	207407.998781364
349	302	206477.903244832
350	53	206434.87394984
351	451	206200.111683115
352	31	206136.316201756
353	56	206026.537385587
354	17	205606.672743368
355	62	205519.796947989
356	325	205373.905353821
357	143	205214.246846823
358	271	203816.301885854
359	112	203475.318541933
360	122	202449.596062287
361	133	202184.201528236
362	292	201773.091758578
363	258	201268.633554956
364	429	199648.2456976
365	334	199059.365956801
366	519	197826.447738384
367	65	197166.649975559
368	225	197068.301621141
369	373	195428.657900908
370	114	195361.198261377
371	166	194917.115683022
372	177	194030.620970654
373	376	193761.79136575
374	169	193685.311619622
375	76	192981.264967462
376	42	192960.734227902
377	117	192946.515155309
378	317	192734.077513874
379	399	192440.497795892
380	458	192202.272306251
381	130	192015.121195194
382	277	191651.133282667
383	236	190953.911680675
384	51	190560.266114009
385	147	189812.551362185
386	168	188856.083960086
387	203	186534.297619931
388	428	186471.493225302
389	234	185031.538826486
390	332	184684.929455043
391	434	184475.524346002
392	371	183699.525495663
393	525	183353.076354588
394	11	183337.121546939
395	167	183010.352303222
396	245	182650.995645488
397	281	182290.488428982
398	276	182023.71746758
399	126	182020.834240721
400	80	181960.5025397
401	361	180288.56059205
402	286	179677.116311573
403	291	179155.667393806
404	486	178384.712876979
405	49	177927.473715391
406	139	177066.930513943
407	495	176397.202628975
408	115	175797.814457983
409	353	175725.832570907
410	255	175239.148869629
411	349	175174.220301174
412	28	173978.221150204
413	68	172905.511535842
414	433	172540.789593115
415	380	171901.594999314
416	415	171733.352153275
417	52	171507.781091457
418	453	171473.529625268
419	69	171372.86788577
420	370	170990.793930142
421	210	170984.047948982
422	268	170037.34049981
423	222	168297.98370549
424	493	168031.650657142
425	19	166734.653334678
426	265	166431.101095071
427	407	161621.3163644
428	43	161105.31472154
429	262	158964.122599203
430	179	158743.442094828
431	181	158439.327886705
432	288	157244.047969273
433	159	157072.353075323
434	497	155480.229491266
435	363	155391.954328191
436	331	152777.776376714
437	66	151904.706792527
438	260	149234.729844417
439	55	148354.239834071
440	61	148152.137520886
441	336	147825.208936979
442	455	147327.705195034
443	96	147248.752025447
444	266	146320.094738617
445	58	145808.662188516
446	530	143411.795911892
447	517	141912.523243907
448	308	141881.286722072
449	121	140484.491466396
450	499	140237.655478354
451	521	138942.886343948
452	165	138339.234418441
453	231	136453.163919879
454	163	136330.918499896
455	322	135837.253708208
456	324	133354.523323239
457	34	132469.658731379
458	218	130125.603452546
459	145	130091.178507452
460	439	128098.84654539
461	459	127826.743870293
462	251	126062.66713365
463	247	125969.972682696
464	99	125168.587737154
465	10	124755.129970234
466	33	123506.800900556
467	40	123480.110135584
468	259	111634.741086337
469	81	110277.721971706
470	382	107599.565176742
471	149	106794.864769414
472	505	104472.855948432
473	397	104202.775176258
474	340	100749.484422549
475	436	97755.0622467452
476	74	97744.0556963501
477	287	96094.9830348094
478	523	93681.5535733794
479	254	85773.3721603458
480	113	79982.1794224698
481	8	77903.0179082774
482	476	59219.0043499846
483	279	58614.1055941256
484	24	52032.339987004
485	63	50937.8552516113
486	374	48241.0103258566
487	389	19582.967193906
488	473	1695.48094503079
