0	0.00	1.000000
1	0.05	0.894489
2	0.10	0.806051
3	0.15	0.719701
4	0.20	0.638999
5	0.25	0.562592
6	0.30	0.489955
7	0.35	0.424590
8	0.40	0.361399
9	0.45	0.302612
10	0.50	0.244057
11	0.55	0.199650
12	0.60	0.156657
13	0.65	0.120088
14	0.70	0.088389
15	0.75	0.060528
16	0.80	0.038382
17	0.85	0.021283
18	0.90	0.009035
19	0.95	0.001987
